Chemin,Nom,Type,Date,URL,Dernière mise à jour,Propriétaire,Taille
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_percu_batterie.pdf,Mussorgsky_Ravel_Tableaux_percu_batterie.pdf,application/pdf,11/08/2022 17:44:24,https://drive.google.com/file/d/1NpPDPW1Zcke7oD1wUzGj1E8KuGAZY0BM/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,615339
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_basson1_basson2.pdf,Mussorgsky_Ravel_Tableaux_basson1_basson2.pdf,application/pdf,11/08/2022 17:44:09,https://drive.google.com/file/d/1QwKk4k9IF9j-Ed_c1GFbuvOpEB_4HAla/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,1117897
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_trompette1_trompette2.pdf,Mussorgsky_Ravel_Tableaux_trompette1_trompette2.pdf,application/pdf,11/08/2022 17:44:34,https://drive.google.com/file/d/1RzNuyEMrkNhQeY_KAs6OAYFCxHLD799n/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,469406
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_cor3_cor4.pdf,Mussorgsky_Ravel_Tableaux_cor3_cor4.pdf,application/pdf,11/08/2022 17:44:10,https://drive.google.com/file/d/1UtkBVO-Qyt2Uql8gCBow3maPhz9HKtmy/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,873254
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_percu_glockenspiel.pdf,Mussorgsky_Ravel_Tableaux_percu_glockenspiel.pdf,application/pdf,11/08/2022 17:44:27,https://drive.google.com/file/d/1XV6iA_KAvUe9xaGAIJWB9E9kUOv2llGj/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,87667
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_trompette3.pdf,Mussorgsky_Ravel_Tableaux_trompette3.pdf,application/pdf,11/08/2022 17:44:35,https://drive.google.com/file/d/1YZP0xZQeWykyw1TKRTAT1CrEUAz3t5GZ/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,184843
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_celesta.pdf,Mussorgsky_Ravel_Tableaux_celesta.pdf,application/pdf,11/08/2022 17:44:57,https://drive.google.com/file/d/1_PC_ptV_f2OoKaE8OeHpJ3XnUv25Izs6/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,115500
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_contrebasson.pdf,Mussorgsky_Ravel_Tableaux_contrebasson.pdf,application/pdf,11/08/2022 17:44:01,https://drive.google.com/file/d/1aKVY0AZaL4fAFKc-HRPTLSQSuxXRS9Jf/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,452478
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_percu_timbales.pdf,Mussorgsky_Ravel_Tableaux_percu_timbales.pdf,application/pdf,11/08/2022 17:44:28,https://drive.google.com/file/d/1fOTlzdFZjpJbdWvhMrHaFyQlUs6I2yO6/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,188201
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_tuba.pdf,Mussorgsky_Ravel_Tableaux_tuba.pdf,application/pdf,11/08/2022 17:44:37,https://drive.google.com/file/d/1i4vlK31UmwYpjhyhcMnf5LUEmjlyQkDS/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,305259
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_flute1_flute2.pdf,Mussorgsky_Ravel_Tableaux_flute1_flute2.pdf,application/pdf,11/08/2022 17:44:13,https://drive.google.com/file/d/1mTa9rfNz9oUjW1_ij2hv8l3rBDVGT4c-/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,871153
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_harpe2.pdf,Mussorgsky_Ravel_Tableaux_harpe2.pdf,application/pdf,11/08/2022 17:44:21,https://drive.google.com/file/d/1oSSCsYbTpoliUsfAfL67uVNjT1r6pBj0/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,129399
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_harpe1.pdf,Mussorgsky_Ravel_Tableaux_harpe1.pdf,application/pdf,11/08/2022 17:44:20,https://drive.google.com/file/d/1qAXFKy6lg4uDgPlyyEVfred5Jf0TEPWM/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,621228
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_cor1_cor2.pdf,Mussorgsky_Ravel_Tableaux_cor1_cor2.pdf,application/pdf,11/08/2022 17:44:06,https://drive.google.com/file/d/1rxanPqyCDoG1DHlcsIlhBBwY0DscobWx/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,672503
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_xylophone.pdf,Mussorgsky_Ravel_Tableaux_xylophone.pdf,application/pdf,11/08/2022 17:44:53,https://drive.google.com/file/d/1s3i4TK4fOb6pevYkZG12DVOV-bqib8RL/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,69450
  Partitions 2021 2022/Tableaux d'exposition/Mussorgsky_Ravel_Tableaux_percu_bells.pdf,Mussorgsky_Ravel_Tableaux_percu_bells.pdf,application/pdf,11/08/2022 17:44:26,https://drive.google.com/file/d/1wCe9-7Kqt1afuZKwI_pdZG2Z9F3nnxwu/view?usp=drivesdk,11/08/2022 14:28:43,PetitesMainsSymph,57031
Partitions 2021 2022/Opening Title Armand Brunet,Opening Title Armand Brunet, ,09/08/2022 19:57:42,https://drive.google.com/drive/folders/1ICYRTCr3HH-kP8WffCS2A5koUd3DNZTX,09/08/2022 19:57:42,PetitesMainsSymph,0
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Flute_1.pdf,OpeningTitles-Flute_1.pdf,application/pdf,09/08/2022 19:58:14,https://drive.google.com/file/d/1-HXKNKjyWTqv5PUZ6PZFpuhyuNbxwYFB/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,83601
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Grosse_Caisse.pdf,OpeningTitles-Grosse_Caisse.pdf,application/pdf,09/08/2022 19:58:15,https://drive.google.com/file/d/1-cdlgJuiUDNEEA5th4eTqLsL0Y-IgdnP/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,50423
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Altos_(Simplifié).pdf,OpeningTitles-Altos_(Simplifié).pdf,application/pdf,09/08/2022 19:58:22,https://drive.google.com/file/d/100l6LLD-Jy1YaVsrXuMqTSyGnm3055EM/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,93754
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Cymbale_suspendue.pdf,OpeningTitles-Cymbale_suspendue.pdf,application/pdf,09/08/2022 19:58:10,https://drive.google.com/file/d/12k1tgeHM3Omb4PxpZXlaPA-_lNzVqHMB/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,47211
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Piccolo.pdf,OpeningTitles-Piccolo.pdf,application/pdf,09/08/2022 19:58:18,https://drive.google.com/file/d/13Rruq-17OPqeIBcrAGeS-VUbj8ABoGlw/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,70976
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Harpe.pdf,OpeningTitles-Harpe.pdf,application/pdf,09/08/2022 19:58:15,https://drive.google.com/file/d/15cHzBGjQgg4LiGwcLIgu37JNs05THpdz/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,82305
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Violoncelles.pdf,OpeningTitles-Violoncelles.pdf,application/pdf,09/08/2022 19:58:30,https://drive.google.com/file/d/18iV0Snl_nKwJLqflABu9fKKLNgGVx6Sa/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,89716
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Trompette_Sib_1.pdf,OpeningTitles-Trompette_Sib_1.pdf,application/pdf,09/08/2022 19:58:24,https://drive.google.com/file/d/1Aj-h6t6CmrMi8BlB6T8PbB8t1VJVvsFL/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,55320
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Flûte_(Simplifiée).pdf,OpeningTitles-Flûte_(Simplifiée).pdf,application/pdf,09/08/2022 19:58:24,https://drive.google.com/file/d/1C4axUolZtOtsOlaH8WXPVK2RZ7nuvIm8/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,64433
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Percussions.pdf,OpeningTitles-Percussions.pdf,application/pdf,09/08/2022 19:58:16,https://drive.google.com/file/d/1EEfpTR48tbU0g6nb63n7GVDS__7Oat5u/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,86305
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Flute_2.pdf,OpeningTitles-Flute_2.pdf,application/pdf,09/08/2022 19:58:15,https://drive.google.com/file/d/1IM2OOS3j_PGTixmcpGZMP4ob1bEAf7OL/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,77372
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Trombonne_Ténor_1.pdf,OpeningTitles-Trombonne_Ténor_1.pdf,application/pdf,09/08/2022 19:58:24,https://drive.google.com/file/d/1ImXvCHP4CcdoSW6UL4-TfthZ8pT8lKAh/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,59906
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Cor_2_4.pdf,OpeningTitles-Cor_2_4.pdf,application/pdf,09/08/2022 19:58:10,https://drive.google.com/file/d/1JjRdnG8BKKpRU8IH8cWqiJPDQGLOSycn/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,65673
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Hautbois_1.pdf,OpeningTitles-Hautbois_1.pdf,application/pdf,09/08/2022 19:58:16,https://drive.google.com/file/d/1KDcvAsmnG5_9dZjyYmuyNBVcEi0z2t-G/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,63581
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Basson_1.pdf,OpeningTitles-Basson_1.pdf,application/pdf,09/08/2022 19:58:05,https://drive.google.com/file/d/1KbTJEdFW8Bqf0VHOlb_orB83_nlo1qOe/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,67489
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Altos.pdf,OpeningTitles-Altos.pdf,application/pdf,09/08/2022 19:58:04,https://drive.google.com/file/d/1L0TqUc_KZ_HBgxF4vxgusI335IqAgo3T/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,99095
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Violons_1_(Simplifié).pdf,OpeningTitles-Violons_1_(Simplifié).pdf,application/pdf,09/08/2022 19:58:32,https://drive.google.com/file/d/1LC6g216dg1AaJiKbnFepOSlfiO6n2MaQ/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,92961
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Cymbales.pdf,OpeningTitles-Cymbales.pdf,application/pdf,09/08/2022 19:58:13,https://drive.google.com/file/d/1NtfrThj1mM2NGiovK7_5steiC49bQTi5/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,47123
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Toms_de_concert.pdf,OpeningTitles-Toms_de_concert.pdf,application/pdf,09/08/2022 19:58:22,https://drive.google.com/file/d/1PZzATMH1L5X_BsGPCxPe9Y3YGMj2uZj2/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,62085
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles.mp3,OpeningTitles.mp3,audio/mpeg,09/08/2022 19:58:20,https://drive.google.com/file/d/1QbwRkwzBU6PHTl4ptXSMS99RvNq2iyPt/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,5066373
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Tuba.pdf,OpeningTitles-Tuba.pdf,application/pdf,09/08/2022 19:58:30,https://drive.google.com/file/d/1Qnpqw8w3xBOLWkJ_nXfTgSnkCRyZMOoh/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,55520
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Conducteur.pdf,OpeningTitles-Conducteur.pdf,application/pdf,09/08/2022 19:58:08,https://drive.google.com/file/d/1TgOlhcDmcj6AdcKWLwO18ROasAjCukfv/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,620048
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Hautbois_2.pdf,OpeningTitles-Hautbois_2.pdf,application/pdf,09/08/2022 19:58:16,https://drive.google.com/file/d/1Tklr0cRBjyYbblcg5zgaJ0aWDkmHxel9/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,58910
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Violons_2.pdf,OpeningTitles-Violons_2.pdf,application/pdf,09/08/2022 19:58:32,https://drive.google.com/file/d/1Z9VahhpQAvkDgc5JMM4RT4mFgEcCBFAV/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,94215
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Contrebasses.pdf,OpeningTitles-Contrebasses.pdf,application/pdf,09/08/2022 19:58:09,https://drive.google.com/file/d/1_XFohGDEyw2jyfYDmQLYP3kOeazBwb6I/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,79406
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Trombonne_Ténor_2.pdf,OpeningTitles-Trombonne_Ténor_2.pdf,application/pdf,09/08/2022 19:58:32,https://drive.google.com/file/d/1eKubXT_e-2jV-Ydd-kHJsguD7kpsbK4A/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,57256
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Clarinette_en_Sib_1.pdf,OpeningTitles-Clarinette_en_Sib_1.pdf,application/pdf,09/08/2022 19:58:06,https://drive.google.com/file/d/1eVpr22lMParuyuVI0LrG4Z21KZ1bs25e/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,74993
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Piano.pdf,OpeningTitles-Piano.pdf,application/pdf,09/08/2022 19:58:18,https://drive.google.com/file/d/1f_CWU7abhSqaIvCoKPjr40qkjIo4JUW9/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,81777
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Clarinette_en_Sib_2.pdf,OpeningTitles-Clarinette_en_Sib_2.pdf,application/pdf,09/08/2022 19:58:06,https://drive.google.com/file/d/1jRoN9G_UaBN1FvDIIgNeqpT83BoDJDzB/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,75366
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Clarinette_en_Sib_1_(Simplifiée).pdf,OpeningTitles-Clarinette_en_Sib_1_(Simplifiée).pdf,application/pdf,09/08/2022 19:58:24,https://drive.google.com/file/d/1mFC6IRon1gs1asee6SOenb_WeSOlLvjq/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,61848
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Trompette_Sib_2.pdf,OpeningTitles-Trompette_Sib_2.pdf,application/pdf,09/08/2022 19:58:30,https://drive.google.com/file/d/1m_4eakW2UnwqCDA0Pr2w5S2Yv3GAbn4Z/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,55123
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Cor_1_3.pdf,OpeningTitles-Cor_1_3.pdf,application/pdf,09/08/2022 19:58:09,https://drive.google.com/file/d/1nKJjZ7NMbTEzHzA-3gJO0Un4TkmqBrOg/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,67262
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Violons_2_(Simplifié).pdf,OpeningTitles-Violons_2_(Simplifié).pdf,application/pdf,09/08/2022 19:58:32,https://drive.google.com/file/d/1pR0UZjS47VEYpKr5rf4m2PYdQSplwemz/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,88537
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Violons_1.pdf,OpeningTitles-Violons_1.pdf,application/pdf,09/08/2022 19:58:30,https://drive.google.com/file/d/1plDvnXu3OGorB_a4-pkv4VWFg9RmZg0Q/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,97984
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Trombone_Basse.pdf,OpeningTitles-Trombone_Basse.pdf,application/pdf,09/08/2022 19:58:22,https://drive.google.com/file/d/1pvc3vyTPkbI6xjbozicQyRxw1VEumiv_/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,56331
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Clarinette_en_Sib_2_(Simplifiée).pdf,OpeningTitles-Clarinette_en_Sib_2_(Simplifiée).pdf,application/pdf,09/08/2022 19:58:24,https://drive.google.com/file/d/1vGoIGZW1sE7g5tCM57dZYG8dgNt1fHqD/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,62371
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Timbales.pdf,OpeningTitles-Timbales.pdf,application/pdf,09/08/2022 19:58:21,https://drive.google.com/file/d/1vZ65ity1TqdFPCgUNaBG4JWfCczDF-Hh/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,54151
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTitles-Basson_2.pdf,OpeningTitles-Basson_2.pdf,application/pdf,09/08/2022 19:58:05,https://drive.google.com/file/d/1x0GcOaIO7SiuqanCAwNzUEFN0vstRiuH/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,61031
  Partitions 2021 2022/Opening Title Armand Brunet/OpeningTItlesFlûte-Conducteur.pdf,OpeningTItlesFlûte-Conducteur.pdf,application/pdf,09/08/2022 19:58:24,https://drive.google.com/file/d/1y3RdFDQvd7ysKSq5DGHGC95mo0rH45nK/view?usp=drivesdk,09/08/2022 18:31:44,PetitesMainsSymph,121958
Partitions 2021 2022/Ensemble de Flûtes,Ensemble de Flûtes, ,07/08/2022 18:53:08,https://drive.google.com/drive/folders/1Mu29f-esH3EaIMtN5Q0TlfpwEIFxKnZS,07/08/2022 18:53:08,PetitesMainsSymph,0
Partitions 2021 2022/Ensemble de Flûtes/TEENS,TEENS, ,07/08/2022 20:01:02,https://drive.google.com/drive/folders/1Ggn5B6D0zoTRAmX97oQt8NNfWqdExBeT,07/08/2022 20:01:02,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble de Flûtes/TEENS/Tchaikovksy casse noisette trio 3 cycle.pdf,Tchaikovksy casse noisette trio 3 cycle.pdf,application/pdf,07/08/2022 20:01:24,https://drive.google.com/file/d/10P9gXWaT05PyO_JNnNb0Tea-mwEHplEp/view?usp=drivesdk,07/08/2022 19:58:22,PetitesMainsSymph,54944
  Partitions 2021 2022/Ensemble de Flûtes/TEENS/Mozart symphony 40 duo 2 cycle.pdf,Mozart symphony 40 duo 2 cycle.pdf,application/pdf,07/08/2022 20:01:22,https://drive.google.com/file/d/11bAySv40i1t7OAD0keM6Jwjqq_UngZ46/view?usp=drivesdk,07/08/2022 19:58:22,PetitesMainsSymph,306006
  Partitions 2021 2022/Ensemble de Flûtes/TEENS/Duos facile 2 cycle.pdf,Duos facile 2 cycle.pdf,application/pdf,07/08/2022 20:01:29,https://drive.google.com/file/d/172UNlpr25U3DDtspt1YWytBIeTlnzrVB/view?usp=drivesdk,07/08/2022 19:58:22,PetitesMainsSymph,358145
  Partitions 2021 2022/Ensemble de Flûtes/TEENS/Gershwin summertime quatuor 2 _3 cycle.pdf,Gershwin summertime quatuor 2 _3 cycle.pdf,application/pdf,07/08/2022 20:01:33,https://drive.google.com/file/d/19D8lMl7nAuamuNLUjRC4LNvypDWX1xI-/view?usp=drivesdk,07/08/2022 19:58:22,PetitesMainsSymph,3364971
  Partitions 2021 2022/Ensemble de Flûtes/TEENS/Atomne Vivaldi trio 1_ 2 cycle.pdf,Atomne Vivaldi trio 1_ 2 cycle.pdf,application/pdf,07/08/2022 20:01:27,https://drive.google.com/file/d/1C0MLkiMmZNK6l4Az7Mvlai_wDCrxjlVK/view?usp=drivesdk,07/08/2022 19:58:20,PetitesMainsSymph,77250
  Partitions 2021 2022/Ensemble de Flûtes/TEENS/Te deum 4 flute 1 _2 cycle.pdf,Te deum 4 flute 1 _2 cycle.pdf,application/pdf,07/08/2022 20:01:25,https://drive.google.com/file/d/1E7iUYctWZjYFt1iyvHpDJfTPwJMcD01G/view?usp=drivesdk,07/08/2022 19:58:20,PetitesMainsSymph,126868
  Partitions 2021 2022/Ensemble de Flûtes/TEENS/Rossini trio 3 cycle.pdf,Rossini trio 3 cycle.pdf,application/pdf,07/08/2022 20:01:24,https://drive.google.com/file/d/1IrQzvL9UROePSdo0ueGzXAUTcS241kEo/view?usp=drivesdk,07/08/2022 19:58:20,PetitesMainsSymph,171184
  Partitions 2021 2022/Ensemble de Flûtes/TEENS/Der Freischutz trio 2 cycle.pdf,Der Freischutz trio 2 cycle.pdf,application/pdf,07/08/2022 20:01:27,https://drive.google.com/file/d/1J8uFe0d-qw391GxA46rb75_SmTILnlKg/view?usp=drivesdk,07/08/2022 19:58:20,PetitesMainsSymph,66852
  Partitions 2021 2022/Ensemble de Flûtes/TEENS/Tico Tico duo 2_ 3 cycle.pdf,Tico Tico duo 2_ 3 cycle.pdf,application/pdf,07/08/2022 20:01:26,https://drive.google.com/file/d/1XKi7hP3ViWfuMy1RAEvr-__YMqoyDXk6/view?usp=drivesdk,07/08/2022 19:58:20,PetitesMainsSymph,332937
  Partitions 2021 2022/Ensemble de Flûtes/TEENS/Liszt reve d'amour trio 1 _ 2 cycle.pdf,Liszt reve d'amour trio 1 _ 2 cycle.pdf,application/pdf,07/08/2022 20:01:34,https://drive.google.com/file/d/1gNEvyOi6kzMNk0TPI34BniR4qpXgANHU/view?usp=drivesdk,07/08/2022 19:58:20,PetitesMainsSymph,337872
  Partitions 2021 2022/Ensemble de Flûtes/TEENS/Lac des cygnes duo + salut d'amour 2 _3 cycle.pdf,Lac des cygnes duo + salut d'amour 2 _3 cycle.pdf,application/pdf,07/08/2022 20:01:34,https://drive.google.com/file/d/1lEjXnIA-yo58xIn-bKbnDz5AsrA7EwDB/view?usp=drivesdk,07/08/2022 19:58:20,PetitesMainsSymph,334707
  Partitions 2021 2022/Ensemble de Flûtes/TEENS/Meditation Thais duo 2 cycle.pdf,Meditation Thais duo 2 cycle.pdf,application/pdf,07/08/2022 20:01:21,https://drive.google.com/file/d/1u1BrzDNoiu2tMauBhhZE6Fe8fwkbYJqM/view?usp=drivesdk,07/08/2022 19:58:20,PetitesMainsSymph,177888
  Partitions 2021 2022/Ensemble de Flûtes/TEENS/Hallelujah Handel 4 flutes 2 cycle.pdf,Hallelujah Handel 4 flutes 2 cycle.pdf,application/pdf,07/08/2022 20:01:30,https://drive.google.com/file/d/1yEONMy5lV5AnStheMbpVXSVR0N1AZPPG/view?usp=drivesdk,07/08/2022 19:58:20,PetitesMainsSymph,220587
Partitions 2021 2022/Ensemble de Flûtes/Cat B,Cat B, ,07/08/2022 18:53:20,https://drive.google.com/drive/folders/1fFO-v08M-TE5Rg47N_IH4sfwTGRhJiSs,07/08/2022 18:53:20,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble de Flûtes/Cat B/Offenbach can can duo.pdf,Offenbach can can duo.pdf,application/pdf,07/08/2022 18:53:43,https://drive.google.com/file/d/1sVWuKHJTeNfQbi2jOXuLLm4y-jqfr9Wz/view?usp=drivesdk,07/08/2022 18:51:41,PetitesMainsSymph,303209
  Partitions 2021 2022/Ensemble de Flûtes/Cat B/Santa lucia duo .pdf,Santa lucia duo .pdf,application/pdf,07/08/2022 18:53:38,https://drive.google.com/file/d/1AMO2wcWqFOQBhGFSf4H8AlShMJXU8U0y/view?usp=drivesdk,07/08/2022 18:51:27,PetitesMainsSymph,158027
  Partitions 2021 2022/Ensemble de Flûtes/Cat B/Lac des cygnes duo + salut d'amour.pdf,Lac des cygnes duo + salut d'amour.pdf,application/pdf,07/08/2022 18:53:39,https://drive.google.com/file/d/1ouZPVDWFlreMjXlh7gowNZRQdG9Wvw4l/view?usp=drivesdk,07/08/2022 18:50:36,PetitesMainsSymph,334707
  Partitions 2021 2022/Ensemble de Flûtes/Cat B/Duos easy _mid difficulty .pdf,Duos easy _mid difficulty .pdf,application/pdf,07/08/2022 18:53:40,https://drive.google.com/file/d/1DUMp-irLXq-5qCzg3PkAMt0s0XBQ8tnH/view?usp=drivesdk,07/08/2022 18:50:29,PetitesMainsSymph,358145
  Partitions 2021 2022/Ensemble de Flûtes/Cat B/Trio Ode a la joie Beethoven.pdf,Trio Ode a la joie Beethoven.pdf,application/pdf,07/08/2022 18:53:42,https://drive.google.com/file/d/10JLwLa7-DlXrnbQCCg81taGhwtKDuqpf/view?usp=drivesdk,07/08/2022 18:50:22,PetitesMainsSymph,749299
  Partitions 2021 2022/Ensemble de Flûtes/Cat B/Mozart symphony 40 duo.pdf,Mozart symphony 40 duo.pdf,application/pdf,07/08/2022 18:53:43,https://drive.google.com/file/d/1zYi4V3h4lZzt_qYx0eeyY1DpXLQ94m5e/view?usp=drivesdk,07/08/2022 18:50:08,PetitesMainsSymph,306006
Partitions 2021 2022/Ensemble Cuivres,Ensemble Cuivres, ,24/04/2022 23:01:43,https://drive.google.com/drive/folders/1S55vruYAj-8yP3ybCCxNTlpog9DHAIfy,07/08/2022 18:42:01,PetitesMainsSymph,0
Partitions 2021 2022/Ensemble Cuivres/TROMPETTE ET TROMBONE,TROMPETTE ET TROMBONE, ,24/04/2022 23:07:04,https://drive.google.com/drive/folders/1KT9RiTKSuDntHsXNmiu0C-fLDTOkT4I5,24/04/2022 23:07:04,PetitesMainsSymph,0
Partitions 2021 2022/Ensemble Cuivres/TROMPETTE ET TROMBONE/BACH Cantata BWV 156 Arioso,BACH Cantata BWV 156 Arioso, ,24/04/2022 23:08:28,https://drive.google.com/drive/folders/1gAq0xBn1xWciPPXHA_kcO9z3nrfx6OCY,24/04/2022 23:08:28,PetitesMainsSymph,0
